,,url,location,location extra,text,title,languageCode,publisher.name,publisher.site,reviewDate,claimDate,claimant,claimant_canonical_name,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,is_politician_strict,rand_num
,5358,http://www.politifact.com/factchecks/2016/jul/14/kelli-ward/image-claims-john-mccain-visited-pakistan-sell-wea/,Advertisement,,Says Sen. John McCain spent the July 4 weekend in Islamabad; Pakistan; selling 'F-16s and advanced weapons to the folks who harbored Osama bin Laden.',Rival claims John McCain visited Pakistan to sell weapons to 'folks who harbored Osama bin Laden',en,PolitiFact,politifact.com,2016-07-14T21:06:43Z,2016-07-03T00:00:00Z,Kelli Ward,Kelli Ward,Republican,FALSE,,2 False,False(ish),TRUE,1734
,7391,http://www.politifact.com/factchecks/2017/aug/21/matthew-rosendale/republican-senate-hopeful-claims-montana-sen-jon-t/,Interview,,Says Sen. Jon Tester 'believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun; ask permission from the federal government.',Republican Senate hopeful's absurd claim Montana Sen. Jon Tester supports a national gun registry,en,PolitiFact,politifact.com,2017-08-21T20:38:24Z,2017-07-31T00:00:00Z,Matthew Rosendale,Matt Rosendale,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,1032
,3689,https://www.politifact.com/factchecks/2020/sep/14/mark-kelly/fact-checking-mark-kelly-martha-mcsallys-stance-me/,Written Statement,Campaign,Says Sen. Martha McSally 'supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors' and 'even supported raising the retirement age.',Fact-checking Mark Kelly on Martha McSally's stance on Medicare,en,PolitiFact,politifact.com,,2020-09-02T00:00:00Z,Mark Kelly,Mark Kelly,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1077
,3981,http://www.politifact.com/factchecks/2016/oct/19/ted-strickland/debate-portman-and-strickland-spar-over-medicare-q/,Debate,Election Debate,Says Sen. Rob Portman said; 'It would be irresponsible not to cut Medicare.',In debate; Portman and Strickland spar over Medicare quote,en,PolitiFact,politifact.com,2016-10-20T00:19:20Z,2016-10-14T00:00:00Z,Ted Strickland,Ted Strickland,Democratic,Half True,,4 Half True,True)ish,TRUE,841
,6380,https://www.politifact.com/factchecks/2016/oct/20/rob-portman/portman-strickland-duel-over-whos-richer/,Debate,Election Debate,Says Sen. Rob Portman says Ted Strickland earned $400;000 a year as a lobbyist after leaving Ohio for Washington.,Portman; Strickland duel over who's richer,en,PolitiFact,politifact.com,2016-10-20T21:42:43Z,2016-10-17T00:00:00Z,Rob Portman,Rob Portman,Republican,Half True,,4 Half True,True)ish,TRUE,1509
,2608,http://www.politifact.com/factchecks/2018/mar/12/leah-vukmir/Vukmir-misfires-on-Baldwin-trade-barb/,Written Statement,,Says Sen. Tammy Baldwin 'claims to support a 'Buy America' philosophy; but her actions speak louder than her empty words.',Challenger for Wisconsin US Senate seat Vukmir misfires on trade barb against incumbent Baldwin,en,PolitiFact,politifact.com,2018-03-12T20:37:17Z,2018-01-25T00:00:00Z,Leah Vukmir,Leah Vukmir,Republican,FALSE,,2 False,False(ish),TRUE,468
,4029,http://www.politifact.com/factchecks/2018/jun/20/corey-stewart/corey-stewarts-comments-sen-tim-kaine-and-antifa/,Social Media,Twitter,Says Sen. Tim Kaine 'approves of and even applauds his son's participation in a known terrorist organization; #Antifa.',Corey Stewart's misleading comments on Sen. Tim Kaine and Antifa,en,PolitiFact,politifact.com,2018-06-20T16:36:19Z,2018-06-13T00:00:00Z,Corey Stewart,Corey Stewart,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1555
,2211,http://www.politifact.com/factchecks/2016/jul/06/hillary-clinton/fbi-findings-tear-holes-hillary-clintons-email-def/,TV Appearance,MSNBC,Says she 'never received nor sent any material that was marked classified' on her private email server while secretary of state.,FBI findings tear holes in Hillary Clinton's email defense,en,PolitiFact,politifact.com,2017-04-11T19:19:23Z,2016-07-02T00:00:00Z,Hillary Clinton,Hillary Clinton,Democratic,FALSE,,2 False,False(ish),TRUE,21
,2583,https://www.politifact.com/factchecks/2019/sep/06/kamala-harris/kamala-harris-said-she-sued-exxon-mobil-california/,Public Event,,Says she 'sued Exxon Mobil' as California attorney general.,Kamala Harris claimed she 'sued Exxon Mobil' as California AG. She didn't.,en,PolitiFact,politifact.com,,2019-09-05T00:00:00Z,Kamala Harris,Kamala Harris,Democratic,FALSE,,2 False,False(ish),TRUE,1786
,3805,http://www.politifact.com/factchecks/2016/oct/05/dana-young/dana-young-mailer-leaves-out-context-fracking-bill/,Written Statement,,Says she 'voted for a statewide fracking ban.',Dana Young mailer leaves out context of fracking bill,en,PolitiFact,politifact.com,2016-10-05T21:07:54Z,2016-09-20T00:00:00Z,Dana Young,Dana Young,Republican,Half True,,4 Half True,True)ish,TRUE,2280
,7701,https://www.politifact.com/factchecks/2018/aug/14/kyrsten-sinema/fact-checking-kyrsten-sinemas-claim-about-medicare/,Written Statement,Campaign,Says she is 'the only candidate for Senate who refuses to cut Medicare and Social Security or raise the retirement age.',Fact-checking Kyrsten Sinema's claim about Medicare; Social Security,en,PolitiFact,politifact.com,2018-08-14T19:57:54Z,2018-06-11T00:00:00Z,Kyrsten Sinema,Kyrsten Sinema,Democratic,Half True,,4 Half True,True)ish,TRUE,112
,7450,https://www.politifact.com/factchecks/2018/sep/19/kyrsten-sinema/fact-checking-kyrsten-sinemas-claim-about-age-tax-/,Social Media,Twitter,Says she voted to stop a new 'age tax' under which 'Arizonans age 50 & over could be charged 5 times more for their health care.',Kyrsten Sinema says she stopped a health care age tax. Really?,en,PolitiFact,politifact.com,2018-09-19T19:37:09Z,2018-09-08T00:00:00Z,Kyrsten Sinema,Kyrsten Sinema,Democratic,Half True,,4 Half True,True)ish,TRUE,4
,4907,https://www.politifact.com/factchecks/2018/oct/30/martha-mcsally/fact-checking-martha-mcsally-pre-existing-conditio/,Advertisement,,Says she’s 'leading the fight' to 'force insurance companies to cover pre-existing conditions.',Fact-checking Martha McSally on pre-existing conditions,en,PolitiFact,politifact.com,2018-10-30T19:29:39Z,2018-10-24T00:00:00Z,Martha McSally,Martha McSally,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1796
,3933,https://www.politifact.com/factchecks/2018/jul/31/jim-renacci/ohio-senator-sherrod-brown-votes-elizabeth-warren-/,Speech/Remarks,Press Event,Says Sherrod Brown 'votes 97 percent with Chuck Schumer; almost 95 plus percent with Elizabeth Warren.',Ohio Sen. Sherrod Brown votes with Elizabeth Warren; Chuck Schumer; Renacci says,en,PolitiFact,politifact.com,2018-07-31T18:36:42Z,2018-07-10T00:00:00Z,Jim Renacci,Jim Renacci,Republican,Mostly True,,5 Mostly True,True)ish,TRUE,2177
,2365,https://www.politifact.com/factchecks/2020/oct/20/mike-pence/pence-uses-outdated-numbers-tout-wisconsin-job-gai/,Written Statement,Press Release,Says since he and President Trump took office; their policies 'led to an unemployment rate of 3.1% in Wisconsin and 61;000 Wisconsin jobs; including 15;000 manufacturing jobs.',Pence uses outdated numbers to tout Wisconsin job gains and unemployment numbers,en,PolitiFact,politifact.com,,2020-10-11T00:00:00Z,Mike Pence,Mike Pence,Republican,FALSE,,2 False,False(ish),TRUE,1996
,2344,https://www.politifact.com/factchecks/2020/feb/17/tom-barrett/milwaukee-mayor-barrett-target-housing-creation-cl/,Public Event,,Says since he took office; the City of Milwaukee has seen the creation of 7;000 new affordable housing units.,Milwaukee Mayor Barrett on target with housing creation claim,en,PolitiFact,politifact.com,,2019-11-20T00:00:00Z,Tom Barrett,Tom Barrett (Wisconsin politician),Democratic,TRUE,,6 True,True)ish,TRUE,2156
,483,http://www.politifact.com/factchecks/2017/apr/11/richard-corcoran/are-small-businesses-getting-gypped-incentives/,Written Statement,,Says small businesses 'make up 98.9 percent of all businesses in the state and employ nearly half of the state's private sector workforce' and 'almost never receive a penny of government money.',House Speaker Richard Corcoran says small businesses get 'almost nothing' from Enterprise Florida,en,PolitiFact,politifact.com,2017-04-11T19:53:54Z,2017-04-03T00:00:00Z,Richard Corcoran,Richard Corcoran,Republican,Half True,,4 Half True,True)ish,TRUE,11
,3801,https://www.politifact.com/factchecks/2020/jan/30/robert-spindell/dead-people-among-names-wisconsin-voter-roll-purge/,TV Appearance,Regional Station,Says some of the names that may be purged from voter roll are people who have died.,Are dead people among the names in Wisconsin voter roll purge?,en,PolitiFact,politifact.com,,2020-01-19T00:00:00Z,Bob Spindell,Bob Spindell,Republican,Mostly False,bp,3 Mostly False,False(ish),TRUE,152
,2845,http://www.politifact.com/factchecks/2017/oct/17/stacey-abrams/school-voucher-claim-ga-gov-race-leaves-out-import/,Public Event,,Says Stacey Evans 'voted for (school) vouchers...in the beginning.',School voucher claim in Ga. gov. race leaves out important details,en,PolitiFact,politifact.com,2017-10-17T16:11:06Z,2017-10-02T00:00:00Z,Stacey Abrams,Stacey Abrams,Democratic,Half True,,4 Half True,True)ish,TRUE,1785
,7589,https://www.politifact.com/factchecks/2016/oct/05/mike-coffman/coffman-falsely-says-carroll-voted-make-it-easier-/,Advertisement,,Says state Sen. Morgan Carroll's votes made 'it easier to sue doctors; small businesses; even nurses. Putting her own shady interests first.',Coffman falsely says Carroll voted to make it 'easier to sue' doctors; small businesses; nurses,en,PolitiFact,politifact.com,2016-10-05T20:52:13Z,2016-09-20T00:00:00Z,Rep. Mike Coffman,Mike Coffman,Republican,FALSE,,2 False,False(ish),TRUE,216
,3611,https://www.politifact.com/factchecks/2020/oct/05/sara-gideon/claim-maine-sen-susan-collins-acted-help-her-husba/,Advertisement,,Says Susan Collins 'pushed for policies that benefited her husband’s lobbying business.',Claim that Maine Sen. Susan Collins acted to help her husband's firm falls short,en,PolitiFact,politifact.com,,2020-09-16T00:00:00Z,Sara Gideon,Sara Gideon,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,1074
,1647,https://www.politifact.com/factchecks/2019/feb/10/toni-preckwinkle/preckwinkle-misrepresents-mendozas-death-penalty-s/,Advertisement,,Says Susana Mendoza is a supporter of the death penalty who could administer it herself and '‘...sleep like a baby at night…’',Preckwinkle misrepresents Mendoza's death penalty stand,en,PolitiFact,politifact.com,2019-02-11T20:49:09Z,2019-01-29T00:00:00Z,Toni Preckwinkle,Toni Preckwinkle,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,2381
,2997,http://www.politifact.com/factchecks/2016/oct/12/pat-mccrory/mccrory-says-syrian-refugees-not-properly-vetted-o/,Debate,Election Debate,Says Syrian refugees are not being vetted; and 'the FBI is not even being told where they are.',McCrory says Syrian refugees not properly vetted or tracked by the FBI once in the US,en,PolitiFact,politifact.com,2016-10-12T20:48:38Z,2016-10-11T00:00:00Z,Pat McCrory,Pat McCrory,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,2062
,913,https://www.politifact.com/factchecks/2018/oct/08/andrew-gillum/andrew-gillum-says-crime-dropping-tallahassee/,TV Appearance,CBS,Says Tallahassee 'is experiencing a five-year low in our crime rate.',Andrew Gillum says crime dropping in Tallahassee,en,PolitiFact,politifact.com,2018-10-08T20:07:10Z,2018-09-30T00:00:00Z,Andrew Gillum,Andrew Gillum,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,350
,1097,https://www.politifact.com/factchecks/2018/oct/03/leah-vukmir/leah-vukmir-partially-accurate-faulting-tammy-bald/,TV Appearance,Regional Station,Says Tammy Baldwin was the only member of the Wisconsin congressional delegation 'to have a report outlining that a doctor was overprescribing opioids' at the Tomah VA; 'later a veteran died' and Baldwin 'covered it up.',Leah Vukmir cites Tammy Baldwin inaction on Tomah VA scandal; but lacks evidence of 'cover up',en,PolitiFact,politifact.com,2018-10-03T09:25:41Z,2018-09-23T00:00:00Z,Leah Vukmir,Leah Vukmir,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,2471
,6283,https://www.politifact.com/factchecks/2018/oct/26/leah-vukmir/leah-vukmirs-attack-tammy-baldwin-ignores-medicare/,Debate,Election Debate,Says Tammy Baldwin’s 'Medicare for All' plan means senior citizens would 'no longer have' Medicare.,Leah Vukmir's attack on Tammy Baldwin ignores that Medicare for All would replace; enhance Medicare,en,PolitiFact,politifact.com,2018-10-26T07:56:50Z,2018-10-19T00:00:00Z,Leah Vukmir,Leah Vukmir,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,2121
,5733,https://www.politifact.com/factchecks/2018/oct/22/kathy-manning/fact-checking-kathy-mannings-ad-ted-budd-and-pre-e/,Advertisement,,Says Ted Budd 'voted to gut protections for pre-existing conditions … letting insurance companies deny coverage for (necessary) treatment.',Fact-checking Kathy Manning's ad on Ted Budd and pre-existing conditions,en,PolitiFact,politifact.com,2018-10-22T21:14:01Z,2018-10-09T00:00:00Z,Kathy Manning,Kathy Manning,Democratic,Half True,,4 Half True,True)ish,TRUE,770
,2507,https://www.politifact.com/factchecks/2018/sep/07/greg-abbott/greg-abbott-says-texas-enjoying-record-high-school/,Advertisement,,Says Texas 'high school graduation rates are at all-time highs.',Greg Abbott says Texas enjoying record high-school graduation rate,en,PolitiFact,politifact.com,2018-09-07T17:51:39Z,2018-08-30T00:00:00Z,Greg Abbott,Greg Abbott,Republican,TRUE,,6 True,True)ish,TRUE,475
,2903,https://www.politifact.com/factchecks/2018/sep/07/ken-paxton/ken-paxton-draws-debunked-figures-says-illegals-co/,TV Appearance,FOX,Says Texas has 'had over 600;000 crimes committed by illegals since 2011. Over 1;200 homicides.',Ken Paxton draws on debunked figures; says 'illegals' committed 600;000 crimes in Texas since 2011,en,PolitiFact,politifact.com,2018-09-07T19:29:47Z,2018-08-26T00:00:00Z,Ken Paxton,Ken Paxton,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,1301
,1901,http://www.politifact.com/factchecks/2018/mar/02/greg-abbott/greg-abbott-says-texas-ranks-among-5-top-states-it/,Public Event,,Says Texas ranks among the nation’s top five states for its high school graduation rate.,Greg Abbott says Texas ranks among 5 top states for its high-school graduation rate,en,PolitiFact,politifact.com,2018-03-02T20:53:21Z,2018-02-19T00:00:00Z,Greg Abbott,Greg Abbott,Republican,TRUE,,6 True,True)ish,TRUE,1226
,7237,http://www.politifact.com/factchecks/2018/jan/25/andrew-white/andrew-white-texas-ranks-43rd-nation-schools-not-s/,Speech/Remarks,Campaign,Says Texas schools are ranked '43rd in the nation.',Andrew White behind the times in saying Texas ranks 43rd for its schools; it's in 40th place lately,en,PolitiFact,politifact.com,2018-01-25T20:56:25Z,2017-12-07T00:00:00Z,Andrew White,Andrew White,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,680
,1631,http://www.politifact.com/factchecks/2017/may/23/dan-patrick/dan-patricks-20000-tax-savings-claim-proves-incorr/,Interview,,Says Texas tax legislation would 'save the average homeowner in Texas $20;000 a year over the next 20 years or so.',Dan Patrick's $20;000 tax savings claim proves incorrect; ridiculous,en,PolitiFact,politifact.com,2017-05-23T17:42:27Z,2017-05-17T00:00:00Z,Dan Patrick,Dan Patrick (politician),Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,612
,4419,http://www.politifact.com/factchecks/2018/feb/21/mike-pence/pants-fire-mike-pences-claim-about-nabbing-7-terro/,Speech/Remarks,Unspecified,Says that 'along the southern border of the U.S.;' the government apprehends 'seven individuals a day who are either known or suspected terrorists.',VP Mike Pence says government nabbing 7 terrorists or suspected terrorists a day on southern border,en,PolitiFact,politifact.com,2018-02-21T22:37:55Z,2018-02-17T00:00:00Z,Mike Pence,Mike Pence,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,819
,3237,https://www.politifact.com/factchecks/2019/mar/17/toni-preckwinkle/preckwinkle-undersells-affordable-housing-programs/,Debate,Unspecified Debate,Says that 'despite the tremendous amounts of money that have gone into it; only 400 family (housing) units have been created' in the last 12 years through Chicago’s Affordable Requirements Ordinance.,Preckwinkle undersells affordable housing program's track record,en,PolitiFact,politifact.com,2019-03-18T19:50:39Z,2019-03-12T00:00:00Z,Toni Preckwinkle,Toni Preckwinkle,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,206
,4192,http://www.politifact.com/factchecks/2017/dec/02/eddie-rodriguez/domestic-violence-not-confirmed-precursor-mass-sho/,Written Statement,,Says that 'perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016; according to the advocacy group Everytown for Gun Safety.',Domestic violence not confirmed as consistent predictor of mass shootings,en,PolitiFact,politifact.com,2017-12-04T16:36:27Z,2017-11-09T00:00:00Z,Eddie Rodriguez,Eddie Rodriguez,Democratic,FALSE,,2 False,False(ish),FALSE,875
,1149,http://www.politifact.com/factchecks/2018/jun/07/tammy-baldwin/us-sen-tammy-baldwins-very-cheesy-ad-cuts-mustard/,Advertisement,,Says that 'when federal bureaucrats wanted to prohibit the use of wooden cheese boards; which help make tens of millions of pounds of cheese a year' she 'stepped in; helped eliminate the regulations.',US Sen. Tammy Baldwin's 'very cheesy ad' cuts the mustard,en,PolitiFact,politifact.com,2018-06-08T19:56:57Z,2018-04-16T00:00:00Z,Tammy Baldwin,Tammy Baldwin,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2328
,1281,https://www.politifact.com/factchecks/2018/nov/06/ron-desantis/despite-desantis-anti-police-claims-gillums-record/,Interview,,Says that Andrew Gillum said; 'Police and prisons have no place in justice.',DeSantis puts words in Gillum's mouth that he didn't say in Florida governor race,en,PolitiFact,politifact.com,2018-11-06T14:42:49Z,2018-10-30T00:00:00Z,Ron DeSantis,Ron DeSantis,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1335
,3507,http://www.politifact.com/factchecks/2016/jul/22/ron-johnson/gop-national-convention-ron-johnson-attacks-challe/,Speech/Remarks,Campaign,Says that as a U.S. senator; Russ Feingold 'voted against authorizing our military 11 separate times.',At GOP national convention; Ron Johnson attacks challenger Russ Feingold's support for the military,en,PolitiFact,politifact.com,2016-07-22T15:34:42Z,2016-07-19T00:00:00Z,Ron Johnson,Ron Johnson (Wisconsin politician),Republican,Half True,,4 Half True,True)ish,TRUE,2456
,5826,http://www.politifact.com/factchecks/2018/apr/24/greg-abbott/greg-abbott-claim-about-border-apprehensions-heroi/,Interview,,Says that as of March 2018 compared with 2017; 'there’s been a more than 200 percent increase in the number of people who are apprehended coming across the border. And; I’ll tell you this; there’s been a more than 200 percent increase in apprehension of heroin coming across the border.',Greg Abbott claim about border apprehensions; heroin seizures light on factual backup,en,PolitiFact,politifact.com,2018-04-24T20:37:14Z,2018-04-09T00:00:00Z,Greg Abbott,Greg Abbott,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,269
,3666,http://www.politifact.com/factchecks/2017/jul/05/pete-olson/pete-olson-said-bill-clinton-basically-told-lorett/,Interview,,Says that Bill Clinton 'basically' told then-Attorney General Loretta Lynch in 2016 that 'we killed Vince Foster.',Pete Olson said Bill Clinton basically told Loretta Lynch 'we killed Vince Foster',en,PolitiFact,politifact.com,2017-07-05T21:23:31Z,2017-06-09T00:00:00Z,Pete Olson,Pete Olson,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,987
,6258,https://www.politifact.com/factchecks/2019/apr/15/ilhan-omar/ilhan-omar-misstates-facts-about-cairs-founding/,Speech/Remarks,Unspecified,Says that CAIR was founded after 9/11.,Ilhan Omar misstates the facts about CAIR's founding,en,PolitiFact,politifact.com,2019-04-15T15:26:46Z,2019-03-23T00:00:00Z,Ilhan Omar,Ilhan Omar,Democratic,FALSE,,2 False,False(ish),TRUE,711
,3806,http://www.politifact.com/factchecks/2017/aug/10/rick-kriseman/was-weather-during-krisemans-term-perfect-storm-se/,Interview,,Says that compared to Rick Baker's time as mayor; Kriseman 'had wet weather events that he did not experience' that caused sewage spills. Baker 'went through significant periods of drought during his time as mayor.',Can Rick Baker thank the weather for leaving office without a sewage crisis?,en,PolitiFact,politifact.com,2017-08-10T14:43:51Z,2017-06-24T00:00:00Z,Rick Kriseman,Rick Kriseman,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,1273
,2748,http://www.politifact.com/factchecks/2018/apr/20/tony-evers/did-scott-walker-take-1-billion-wisconsin-schools-/,Interview,,Says that despite a recent increase in school funding; Scott Walker 'has taken over a billion dollars from the public schools.',Did Scott Walker take $1 billion from Wisconsin schools; as governor candidate Tony Evers claims?,en,PolitiFact,politifact.com,2018-04-20T14:01:49Z,2018-03-23T00:00:00Z,Tony Evers,Tony Evers,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,2090
,5113,http://www.politifact.com/factchecks/2016/oct/04/tim-kaine/tim-kaine-says-during-obama-administration-15-mill/,Debate,Election Debate,Says that during President Barack Obama’s tenure; the United States has created '15 million new jobs.',Tim Kaine says that during the Obama administration 15 million jobs were created,en,PolitiFact,politifact.com,2016-10-05T04:58:50Z,2016-10-04T00:00:00Z,Tim Kaine,Tim Kaine,Democratic,Half True,,4 Half True,True)ish,TRUE,1435
,6185,https://www.politifact.com/factchecks/2018/sep/26/mike-bishop/no-elissa-slotkin-does-not-support-plan-would-take/,Advertisement,,Says that Elissa Slotkin’s plan is to take Medicare away from current senior recipients,No; Elissa Slotkin does not support a plan that would take Medicare away from seniors,en,PolitiFact,politifact.com,2018-09-26T17:03:22Z,2018-09-21T00:00:00Z,Mike Bishop,Mike Bishop (politician),Republican,FALSE,,2 False,False(ish),TRUE,408
,7304,http://www.politifact.com/factchecks/2016/sep/28/tammy-baldwin/donald-trump-only-major-party-nominee-40-years-not/,Speech/Remarks,Unspecified,Says that except for Donald Trump; 'every other major party nominee' for the past 40 years has released their tax returns.,Is Donald Trump the only major-party nominee in 40 years not to release his tax returns?,en,PolitiFact,politifact.com,2016-09-28T13:50:06Z,2016-09-19T00:00:00Z,Tammy Baldwin,Tammy Baldwin,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,114
,4554,https://www.politifact.com/factchecks/2019/dec/12/pete-buttigieg/fact-checking-pete-buttigieg-south-bends-black-pov/,Interview,,Says that in South Bend; Ind.; the 'black poverty fell by more than half on my watch.',Pete Buttigieg wrongly claims South Bend's black poverty rate fell more than half,en,PolitiFact,politifact.com,,2019-12-09T00:00:00Z,Pete Buttigieg,Pete Buttigieg,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,921
,3379,https://www.politifact.com/factchecks/2018/oct/04/beto-orourke/beto-orourke-says-texas-you-can-be-too-gay-adopt-n/,Speech/Remarks,Campaign,Says that in Texas; 'you can be too gay to adopt' a foster child 'who needs a loving home.',Beto O'Rourke says that in Texas; you can be 'too gay' to adopt a foster child,en,PolitiFact,politifact.com,2018-10-05T18:05:49Z,2018-10-04T00:00:00Z,Beto O'Rourke,Beto O'Rourke,Democratic,Half True,,4 Half True,True)ish,TRUE,2413
,4223,http://www.politifact.com/factchecks/2017/feb/01/sylvia-garcia/half-true-senators-claim-its-already-illegal-enter/,Written Statement,Press Release,Says that in Texas; it’s 'already illegal to enter a bathroom to harm someone.',Half True: Senator's claim it's 'already illegal to enter a bathroom to harm someone',en,PolitiFact,politifact.com,2017-02-01T22:37:04Z,2017-01-05T00:00:00Z,Sylvia Garcia,Sylvia Garcia,Democratic,Half True,,4 Half True,True)ish,TRUE,2390
,7437,https://www.politifact.com/factchecks/2018/oct/30/john-culberson/lizzie-fletcher-does-not-want-government-funded-un/,Advertisement,,Says that Lizzie Pannill Fletcher contradicted herself on her health care position and said 'we need universal health care.',Lizzie Fletcher does not want government-funded universal health care as Culberson ad claims,en,PolitiFact,politifact.com,2018-10-30T18:50:41Z,2018-10-25T00:00:00Z,John Culberson,John Culberson,Republican,FALSE,,2 False,False(ish),TRUE,2422
,5246,http://www.politifact.com/factchecks/2018/may/02/paul-ryan/paul-ryan-says-democratic-leaders-are-threatening-/,Speech/Remarks,Press Event,Says that on the tax reform law; Democratic leaders 'are promising to take it all away.',Paul Ryan says Democratic leaders are threatening to take away all benefits from tax reform law,en,PolitiFact,politifact.com,2018-05-02T14:04:33Z,2018-04-17T00:00:00Z,Paul Ryan,Paul Ryan,Republican,Half True,,4 Half True,True)ish,TRUE,1973
,6566,http://www.politifact.com/factchecks/2015/sep/18/marco-rubio/obama-called-potential-attack-syria-pinprick-rubio/,Debate,Election Debate,Says that President Barack Obama said an attack on Syria 'was going to be a pinprick.',Obama called potential attack on Syria a 'pinprick;' Rubio says,en,PolitiFact,politifact.com,2016-06-23T18:39:32Z,2015-09-16T00:00:00Z,Marco Rubio,Marco Rubio,Republican,FALSE,,2 False,False(ish),TRUE,1354
,7283,http://www.politifact.com/factchecks/2016/sep/19/michael-bennet/bennet-glenn-said-democrats-are-evil-and-hes-tired/,Debate,Election Debate,Says that Republican Darryl Glenn has described Democrats as 'evil' and has said he's 'tired of hearing about Republicans reaching across the aisle.',Bennet: Glenn said Democrats are 'evil' and he's 'tired of hearing' about reaching across the aisle,en,PolitiFact,politifact.com,2016-09-19T21:26:51Z,2016-09-10T00:00:00Z,Michael Bennet,Michael Bennet,Democratic,TRUE,,6 True,True)ish,TRUE,136
,5646,http://www.politifact.com/factchecks/2016/aug/12/sid-miller/sid-miller-incorrectly-says-law-he-authored-touche/,Interview,,Says that since lawmakers acted; 'we have 130 new businesses across Texas doing helicopter hog hunts.',Sid Miller incorrectly says law he authored touched off 130 helicopter hog hunting businesses,en,PolitiFact,politifact.com,2016-08-12T21:18:47Z,2016-07-09T00:00:00Z,Sid Miller,Sid Miller (politician),Republican,FALSE,,2 False,False(ish),TRUE,1581
,7574,https://www.politifact.com/factchecks/2019/apr/05/julian-castro/fact-checking-julian-castro-bushs-2005-immigration/,Written Statement,Campaign,Says that the George W. Bush administration in 2005 revived a long-standing law when it 'decided to charge those that crossed the border with criminal violations; rather than civil ones.',Fact-checking Julian Castro on Bush's 2005 immigration policy,en,PolitiFact,politifact.com,2019-04-05T15:22:16Z,2019-04-01T00:00:00Z,Julian Castro,Julian Castro,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2499
,3412,https://www.politifact.com/factchecks/2020/mar/27/duey-stroebel/has-gov-tony-evers-banned-family-dinners-amid-wisc/,Social Media,Twitter,Says that under order from Gov. Tony Evers; he and his eight children can’t legally have dinner together anymore.,Has Gov. Tony Evers banned family dinners amid Wisconsin's coronavirus pandemic? Yes and no,en,PolitiFact,politifact.com,,2020-03-24T00:00:00Z,Duey Stroebel,Duey Stroebel,Republican,Half True,,4 Half True,True)ish,TRUE,292
,2959,https://www.politifact.com/factchecks/2019/aug/02/tulsi-gabbard/tulsi-gabbard-cites-us-arms-sales-saudi-arabia-fal/,Debate,Election Debate,Says that under President Donald Trump; 'not only have we not gone after al-Qaida ... our president is supporting al-Qaida.',Tulsi Gabbard cites US arms sales to Saudi Arabia in falsely claiming Donald Trump supports al-Qaida,en,PolitiFact,politifact.com,,2019-07-31T00:00:00Z,Tulsi Gabbard,Tulsi Gabbard,Democratic,FALSE,,2 False,False(ish),TRUE,2160
,5370,http://www.politifact.com/factchecks/2018/jun/11/kelda-helen-roys/debt-payments-wisconsin-road-work-have-doubled-und/,TV Appearance,Regional Station,Says that under Scott Walker; on a percentage basis; Wisconsin is 'spending twice as much on debt service for just basic road repair and maintenance' than before he took office.,Debt payments for Wisconsin road work have doubled under Scott Walker; Democrat Kelda Roys says,en,PolitiFact,politifact.com,2018-06-13T21:38:20Z,2018-05-02T00:00:00Z,Kelda Helen Roys,Kelda Roys,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,262
,4997,https://www.politifact.com/factchecks/2020/apr/30/andrew-cuomo/both-cuomo-de-blasio-can-exercise-power-close-nyc-/,Speech/Remarks,Press Event,Says that under the law; New York City Mayor Bill de Blasio 'can’t open' the city’s schools.,Both Cuomo; de Blasio can exercise power to close NYC schools,en,PolitiFact,politifact.com,,2020-04-11T00:00:00Z,Andrew Cuomo,Andrew Cuomo,Democratic,Half True,,4 Half True,True)ish,TRUE,1665
