,url,title,textualRating,languageCode,publisher.name,publisher.site,reviewDate,text,claimant,claimDate,claimant_party,reason
1226,https://www.politifact.com/factchecks/2019/dec/20/amy-klobuchar/its-true-he-was-mayor-pete-buttigieg-ran-statewide/,It's True. Before he was mayor; Pete Buttigieg ran statewide in Indiana – and got drubbed,TRUE,en,PolitiFact,politifact.com,,Says Pete Buttigieg ran statewide in Indiana and 'lost by 20 points.',Amy Klobuchar,2019-12-19T00:00:00Z,Democratic,
2975,https://www.politifact.com/factchecks/2019/dec/20/bernie-sanders/bernie-sanders-says-real-wages-rose-11-hes-right/,Bernie Sanders says real wages rose 1.1%. He's right,TRUE,en,PolitiFact,politifact.com,,Real wages 'went up last year 1.1%.',Bernie Sanders,2019-12-19T00:00:00Z,Democratic,
5257,https://www.politifact.com/factchecks/2019/dec/20/joe-biden/congress-put-roadblocks-front-efforts-close-gitmo-/,Congress put roadblocks in front of efforts to close Gitmo; as Biden said.,Mostly True,en,PolitiFact,politifact.com,,You have to have congressional authority' to close Guantanamo Bay prison.,Joe Biden,2019-12-19T00:00:00Z,Democratic,
718,https://www.politifact.com/factchecks/2019/dec/20/ro-khanna/does-ro-khannas-district-have-bigger-gdp-russia-no/,Congressman says his Silicon Valley district has higher GDP than Russia. Wrong,FALSE,en,PolitiFact,politifact.com,,Says the California congressional district he represents 'has a higher GDP than Russia.',Ro Khanna,2019-12-20T00:00:00Z,Democratic,
3626,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yangs-account-hong-kongs-face-mask-ban-misses-some/,Yang's account of Hong Kong's face-mask ban misses some details,Half True,en,PolitiFact,politifact.com,,They banned face masks in Hong Kong. Why? Because they have AI technology that now is using facial recognition to identify protesters if they so much as do anything on the street; so they can follow up with them and detain them later.',Andrew Yang,2019-12-20T00:00:00Z,Democratic,
4421,https://www.politifact.com/factchecks/2020/jan/21/mike-gallagher/house-did-not-impeach-trump-third-time-or-criticiz/,House did not impeach Trump for third time or for criticizing NFL,FALSE,en,PolitiFact,politifact.com,,Says the House impeachment vote was the third by Democrats — 'They tried to impeach Trump for criticizing the NFL and for some other things.',Mike Gallagher,2019-12-20T00:00:00Z,Republican,
6748,https://www.politifact.com/factchecks/2019/dec/03/alma-adams/nc-democrat-mostly-right-about-proposed-cuts-snap/,NC Democrat mostly right about Trump's proposed cuts to SNAP,Mostly True,en,PolitiFact,politifact.com,,The President wants to cut 3 MILLION people from SNAP; including children; seniors and veterans.',Alma Adams,2019-12-26T00:00:00Z,Democratic,
6671,https://www.politifact.com/factchecks/2020/jan/28/michael-bloomberg/bloomberg-highlights-his-efforts-connect-new-yorke/,Bloomberg highlights his efforts to connect New Yorkers to health insurance,TRUE,en,PolitiFact,politifact.com,,Mayor Bloomberg helped lower the number of uninsured by 40 percent; covering 700;000 more New Yorkers',Michael Bloomberg,2020-01-01T00:00:00Z,Democratic,
2800,https://www.politifact.com/factchecks/2020/jan/07/mike-pence/mike-pence-lacks-evidence-claiming-soleimani-helpe/,Mike Pence lacks evidence in claiming Soleimani helped 9/11 terrorists,FALSE,en,PolitiFact,politifact.com,,Says Qassem Soleimani 'assisted in the clandestine travel to Afghanistan of 10 of the 12 terrorists who carried out the September 11 terrorist attacks in the United States.',Mike Pence,2020-01-03T00:00:00Z,Republican,
6628,https://www.politifact.com/factchecks/2020/jan/06/joe-biden/biden-continues-recast-his-comments-obama-about-bi/,Biden continues to recast his comments to Obama about bin Laden raid,Mostly False,en,PolitiFact,politifact.com,,Says he did not tell President Obama 'don’t go' after Osama bin Laden,Joe Biden,2020-01-03T00:00:00Z,Democratic,
656,https://www.politifact.com/article/2020/jan/06/if-donald-trump-orders-bombing-iranian-cultural-si/,If Donald Trump orders the bombing of Iranian cultural sites; would it be a war crime?,Multiple laws ban it,en,PolitiFact,politifact.com,,We’re not allowed to touch (Iran's) cultural site? It doesn’t work that way.',Donald Trump,2020-01-05T00:00:00Z,Republican,
3598,https://www.politifact.com/factchecks/2020/jan/06/mike-pompeo/pompeo-falsely-claims-trump-did-not-say-hed-go-aft/,Pompeo falsely claims Trump did not say he'd go after Iranian cultural sites,FALSE,en,PolitiFact,politifact.com,,President Trump didn't say he'd go after a cultural site.',Mike Pompeo,2020-01-05T00:00:00Z,Republican,
4557,https://www.politifact.com/factchecks/2020/jan/07/nikki-haley/nikki-haleys-pants-fire-claim-top-democrats-are-mo/,Nikki Haley's Pants on Fire claim that top Democrats are mourning Soleimani,Pants on Fire,en,PolitiFact,politifact.com,,Says the Democratic leadership and presidential candidates 'are mourning the loss of (Qassem) Soleimani',Nikki Haley,2020-01-06T00:00:00Z,Republican,
7276,https://www.politifact.com/factchecks/2020/jan/09/bernie-sanders/did-biden-laud-paul-ryan-proposal-cut-social-secur/,Did Biden laud a Paul Ryan proposal to cut Social Security as Bernie Sanders' campaign said?,FALSE,en,PolitiFact,politifact.com,,In 2018; Biden lauded Paul Ryan for proposing cuts to Social Security and Medicare.',Bernie Sanders,2020-01-07T00:00:00Z,Democratic,
7431,https://www.politifact.com/factchecks/2020/jan/24/greg-abbott/has-austin-removed-legal-consequences-where-homele/,Has Austin removed legal consequences for where 'homeless lie; sleep...defecate?',FALSE,en,PolitiFact,politifact.com,,The city of Austin has 'removed; seemingly; any legal consequences to the actions where the homeless lie; sleep; where they defecate.',Greg Abbott,2020-01-07T00:00:00Z,Republican,
5211,https://www.politifact.com/factchecks/2020/jan/10/donald-trump/trump-exaggerates-spending-us-military-rebuild/,Trump exaggerates spending on US military rebuild,Mostly False,en,PolitiFact,politifact.com,,The American military has been completely rebuilt under my administration; at a cost of $2.5 trillion.',Donald Trump,2020-01-08T00:00:00Z,Republican,
1654,https://www.politifact.com/factchecks/2020/feb/06/cory-booker/polling-high-nomination-season-doesnt-mean-clear-p/,Polling high before the nomination season doesn't mean a clear path to the White House,TRUE,en,PolitiFact,politifact.com,,National polls have 'never predicted who will be president from our party. Carter was in the single digits a few months before caucuses. Bill Clinton was. Obama — 20 points behind in the national polls roughly.',Cory Booker,2020-01-09T00:00:00Z,Democratic,
3978,https://www.politifact.com/factchecks/2020/jan/22/thom-tillis/thom-tillis-says-cunningham-and-smith-support-sanc/,Thom Tillis says Cunningham and Smith support sanctuary policies. Not quite.,Half True,en,PolitiFact,politifact.com,,Says Democratic opponents Cal Cunningham and Erica Smith support sanctuary policies.,Thom Tillis,2020-01-10T00:00:00Z,Republican,
4386,https://www.politifact.com/factchecks/2020/jan/10/gene-wu/has-one-third-texas-seen-25-population-loss/,Has one-third of Texas seen a 25% population loss?,FALSE,en,PolitiFact,politifact.com,,About a third of Texas has seen a 20-25% population loss in the last 5 years.',Gene Wu,2020-01-10T00:00:00Z,Democratic,
916,https://www.politifact.com/factchecks/2020/jan/15/bernie-sanders/fact-checking-bernie-sanders-attack-florida-gov-ro/,Fact-checking Bernie Sanders' attack on Florida Gov. Ron DeSantis about school tests,Half True,en,PolitiFact,politifact.com,,In Florida children are required to take their first standardized test within 30 days of beginning kindergarten and Gov. DeSantis wants to extend that requirement to preschoolers.',Bernie Sanders,2020-01-13T00:00:00Z,Democratic,
2290,https://www.politifact.com/article/2020/jan/13/trump-top-officials-send-mixed-messages-soleimani-/,Trump; top officials send mixed messages on Soleimani; Iran,They've sent mixed messages,en,PolitiFact,politifact.com,,The Fake News Media and their Democrat Partners are working hard to determine whether or not the future attack by terrorist Soleimani was ‘imminent’ or not; & was my team in agreement. The answer to both is a strong YES.',Donald Trump,2020-01-13T00:00:00Z,Republican,
4364,https://www.politifact.com/factchecks/2020/jan/15/donald-trump/trumps-claim-he-saved-pre-ex-conditions-part-fanta/,Trump's claim that he 'saved' pre-ex conditions 'part fantasy; part delusion',Pants on Fire,en,PolitiFact,politifact.com,,I was the person who saved Pre-Existing Conditions in your Healthcare.',Donald Trump,2020-01-13T00:00:00Z,Republican,
588,https://www.politifact.com/factchecks/2020/jan/16/donald-trump/fact-checking-trumps-claim-obama-designated-irans-/,Fact-checking Trump's claim that Obama designated Iran's Soleimani a terrorist but did nothing,Mostly True,en,PolitiFact,politifact.com,,Says Iranian Gen. Qassem Soleimani 'was a designated terrorist by President Obama; who didn't do anything about it.',Donald Trump,2020-01-14T00:00:00Z,Republican,
3281,https://www.politifact.com/factchecks/2020/jan/15/bernie-sanders/sanders-medicare-all-plan-targets-health-industrys/,Sanders targets health industry' profits. Are his figures right?,TRUE,en,PolitiFact,politifact.com,,We end the $100 billion a year that the health care industry makes.',Bernie Sanders,2020-01-14T00:00:00Z,Democratic,
3570,https://www.politifact.com/factchecks/2020/feb/07/donald-trump/president-trump-scores-claim-number-us-workers/,President Trump scores with claim on number of US workers,Mostly True,en,PolitiFact,politifact.com,,Very close to 160 million people are now working in the United States. Nobody's ever even come close to that number.',Donald Trump,2020-01-14T00:00:00Z,Republican,
3736,https://www.politifact.com/article/2020/jan/15/fact-checking-seventh-democratic-presidential-deba/,Fact-checking the seventh Democratic presidential debate in Iowa,Opposed war after start,en,PolitiFact,politifact.com,,I said 13 years ago it was a mistake to give the president the authority to go to war if; in fact; he couldn’t get inspectors in Iraq to stop what was thought to be the attempt to get a nuclear weapon. It was a mistake; and I acknowledge that.',Joe Biden,2020-01-14T00:00:00Z,Democratic,
6076,https://www.politifact.com/article/2020/jan/15/iran-iraq-soleimani-deadly-fight-against/,Iran's man in Iraq: Soleimani's deadly fight against the US,Real numbers less dramatic,en,PolitiFact,politifact.com,,Gen. Soleimani 'killed hundreds of thousands of people and thousands of Americans.',Donald Trump,2020-01-14T00:00:00Z,Republican,
5660,https://www.politifact.com/factchecks/2020/jan/15/elizabeth-warren/democratic-debates-biggest-electoral-losers-number/,The Democratic debates' biggest (electoral) losers; by the numbers,TRUE,en,PolitiFact,politifact.com,,Look at the men on this stage. Collectively; they have lost 10 elections. The only people on this stage who have won every single election that they’ve been in are the women; Amy and me.',Elizabeth Warren,2020-01-15T00:00:00Z,Democratic,
4351,https://www.politifact.com/factchecks/2020/feb/26/glenn-grothman/wisconsin-lawmakers-jobs-claim-comes-short-one-wor/,Wisconsin lawmaker's jobs claim falls short by one word,Half True,en,PolitiFact,politifact.com,,In #WI; over 44;000 jobs depend on trade with Mexico and Canada.',Glenn Grothman,2020-01-16T00:00:00Z,Republican,
6225,https://www.politifact.com/factchecks/2020/feb/28/mark-pocan/pocan-money-lagging-wages-claim/,Rep. Mark Pocan is on point that wages haven't moved much in the last 30 years,Mostly True,en,PolitiFact,politifact.com,,There’s an Amazon distribution center that was advertising; last time I was there; up to $12.75 an hour. Your parents made that three decades ago.',Mark Pocan,2020-01-16T00:00:00Z,Democratic,
3801,https://www.politifact.com/factchecks/2020/jan/30/robert-spindell/dead-people-among-names-wisconsin-voter-roll-purge/,Are dead people among the names in Wisconsin voter roll purge?,Mostly False,en,PolitiFact,politifact.com,,Says some of the names that may be purged from voter roll are people who have died.,Bob Spindell,2020-01-19T00:00:00Z,unknown_affiliation,bp
6798,https://www.politifact.com/factchecks/2020/jan/21/tammy-baldwin/Trump-every-other-senate-impeachment-had-witnesses/,Yes; every past impeachment trial included witnesses. Baldwin hits mark with Trump-related claim,TRUE,en,PolitiFact,politifact.com,,Witnesses have been part of 'every other impeachment trial the Senate has ever had.',Tammy Baldwin,2020-01-19T00:00:00Z,Democratic,
2059,https://www.politifact.com/factchecks/2020/jan/24/paul-maner/claim-us-rep-lucy-mcbaths-teen-murdered-son-was-ki/,Ex-Georgia candidate makes Pants on Fire claim about son of US Rep. Lucy McBath; Jordan Davis,Pants on Fire,en,PolitiFact,politifact.com,,Says Jordan Davis; son of Georgia Congresswoman Lucy McBath; was killed in 'a drug deal gone bad.',Paul Maner,2020-01-20T00:00:00Z,unknown_affiliation,bp
4285,https://www.politifact.com/factchecks/2020/feb/12/tony-evers/evers-exaggerates-progress-tax-cut-pledge/,Evers exaggerates progress on tax cut pledge,Mostly False,en,PolitiFact,politifact.com,,I delivered on my campaign promise for a 10% tax cut for Wisconsin families.',Tony Evers,2020-01-20T00:00:00Z,Democratic,
7037,https://www.politifact.com/factchecks/2020/mar/11/roger-roth/wisconsin-state-senator-hits-mark-tax-burden-50-ye/,Wisconsin state Sen. Roger Roth hits the mark: Tax burden at a 50-year low,TRUE,en,PolitiFact,politifact.com,,The average (Wisconsin) resident’s tax burden is at its lowest level in nearly 50 years while incomes continue to grow.',Roger Roth,2020-01-20T00:00:00Z,Republican,
4723,https://www.politifact.com/factchecks/2020/jan/21/pat-cipollone/senate-trial-pat-cipollone-was-wrong-gop-access-sc/,In Senate trial; Pat Cipollone was wrong on GOP access to SCIF depositions,FALSE,en,PolitiFact,politifact.com,,Not even (House Intelligence Chairman Adam) Schiff’s Republican colleagues were allowed into the SCIF' during the House impeachment investigation.,Pat Cipollone,2020-01-21T00:00:00Z,Republican,
7654,https://www.politifact.com/factchecks/2020/feb/14/john-nygren/nygren-claim-tony-evers-agriculture-dairy-taxes/,Nygren overreaches on claim Tony Evers tried to raise agriculture taxes,Mostly False,en,PolitiFact,politifact.com,,Says Gov. Tony Evers 'proposed raising taxes on the agriculture industry to pay for expanded welfare programs.',John Nygren,2020-01-22T00:00:00Z,Republican,
666,https://www.politifact.com/factchecks/2020/jan/28/charles-schumer/schumer-accurately-says-public-supports-calling-wi/,Schumer accurately says public supports calling witnesses in Senate impeachment trial,TRUE,en,PolitiFact,politifact.com,,The American people are overwhelmingly with us' in calling witnesses in Senate trial,Charles Schumer,2020-01-24T00:00:00Z,Democratic,
4027,https://www.politifact.com/factchecks/2020/jan/29/mike-pompeo/no-evidence-mike-pompeos-claim-hes-defended-ambass/,No evidence that Mike Pompeo has publicly defended Marie Yovanovitch,FALSE,en,PolitiFact,politifact.com,,When asked if he’s defended former U.S. ambassador to Ukraine Marie Yovanovitch; 'I've defended every single person on this team.',Mike Pompeo,2020-01-24T00:00:00Z,Republican,
1924,https://www.politifact.com/factchecks/2020/jan/29/elizabeth-warren/warren-right-presidents-have-power-address-drug-pr/,Warren is right. Presidents have the power to address drug pricing without congressional help,TRUE,en,PolitiFact,politifact.com,,The president of the United States already has the legal authority to reduce the price of many commonly used prescription drugs.',Elizabeth Warren,2020-01-26T00:00:00Z,Democratic,
5086,https://www.politifact.com/factchecks/2020/jan/29/pete-buttigieg/buttigieg-point-majority-republicans-support-backg/,Buttigieg on point that majority of Republicans support background checks,TRUE,en,PolitiFact,politifact.com,,More than 80% of Republicans think we ought to at least be doing universal background checks.',Pete Buttigieg,2020-01-26T00:00:00Z,Democratic,
4142,https://www.politifact.com/factchecks/2020/mar/17/tony-evers/wisconsin-governor-takes-half-step-back-using-surp/,Tony Evers' school funding idea a partial reversal of past position,Half Flip,en,PolitiFact,politifact.com,,On whether the state should use surplus funds for ongoing expenses.,Tony Evers,2020-01-27T00:00:00Z,Democratic,
6618,https://www.politifact.com/factchecks/2020/jan/27/donald-trump/trump-falsely-claims-house-democrats-never-asked-b/,Trump falsely claims House Democrats never asked Bolton to testify,FALSE,en,PolitiFact,politifact.com,,The Democrat controlled House never even asked John Bolton to testify.',Donald Trump,2020-01-27T00:00:00Z,Republican,
4505,https://www.politifact.com/factchecks/2020/feb/03/donald-trump/earnings-bottom-rising-faster-top-mixed-data-behin/,Earnings at the bottom rising faster than at the top? The mixed data behind Trump's claim,Half True,en,PolitiFact,politifact.com,,Earnings for the bottom 10% are rising faster than earnings for the top 10%.',Donald Trump,2020-01-28T00:00:00Z,Republican,
4945,https://www.politifact.com/factchecks/2020/feb/03/val-demings/ukraine-really-still-waiting-us-aid-small-amount-s/,Is Ukraine really still waiting on US aid? A small amount is still outstanding,Mostly True,en,PolitiFact,politifact.com,,All of the aid has not arrived' to Ukraine.,Val Demings,2020-01-29T00:00:00Z,Democratic,
5251,https://www.politifact.com/factchecks/2020/jan/30/rick-scott/sen-rick-scotts-iowa-ad-misleads-about-joe-biden-a/,Sen. Rick Scott's Iowa ad misleads about Joe Biden and prosecutor in Ukraine,FALSE,en,PolitiFact,politifact.com,,Vice President Biden threatened a foreign country and forced them to fire a prosecutor who was investigating a company;' that paid his son Hunter,Sen. Rick Scott,2020-01-29T00:00:00Z,Republican,
3519,https://www.politifact.com/factchecks/2020/feb/06/donald-trump/trump-says-usmca-biggest-trade-deal-ever-theres-be/,Trump says the USMCA is the biggest trade deal ever – but there's been bigger,FALSE,en,PolitiFact,politifact.com,,Says the USMCA is the 'biggest trade deal ever made.',Donald Trump,2020-01-30T00:00:00Z,Republican,
4213,https://www.politifact.com/factchecks/2020/may/22/donald-trump/farm-income-federal-aid-accounts-much-increase/,Farm income is up; but federal aid accounts for much of the increase,Mostly True,en,PolitiFact,politifact.com,,Under three years of my administration; net farm income has already gone up nearly 50%.',Donald Trump,2020-01-30T00:00:00Z,Republican,
7081,https://www.politifact.com/factchecks/2020/mar/01/michael-bloomberg/bloombergs-claim-reducing-street-homelessness-corr/,Bloomberg makes accurate claim on reducing street homelessness; though full picture much different,TRUE,en,PolitiFact,politifact.com,,During his tenure as mayor of New York City; 'street homelessness decreased by 28 percent.',Michael Bloomberg,2020-01-30T00:00:00Z,Democratic,
1193,https://www.politifact.com/article/2020/mar/09/could-bernie-sanders-legalize-marijuana-executive-/,Could Bernie Sanders legalize marijuana by executive order?,He can't; experts say,en,PolitiFact,politifact.com,,On my first day in office; through executive order; we will legalize marijuana in every state in this country.',Bernie Sanders,2020-01-31T00:00:00Z,Democratic,
1603,https://www.politifact.com/article/2020/feb/03/super-bowl-ad-watch-mike-bloomberg-gun-control/,Super Bowl Ad Watch: Mike Bloomberg on gun control,Depends how you count,en,PolitiFact,politifact.com,,2;900 children die from gun violence every year.',Michael Bloomberg,2020-02-02T00:00:00Z,Democratic,
5461,https://www.politifact.com/factchecks/2020/feb/03/donald-trump/fact-checking-trumps-claim-bloomberg-and-dnc-debat/,Fact-checking Trump's claim on Bloomberg and the DNC debate rules change,Half True,en,PolitiFact,politifact.com,,Cory Booker and all these people couldn't get any of the things that (Michael) Bloomberg's getting now' with respect to DNC debate rules.,Donald Trump,2020-02-02T00:00:00Z,Republican,
1474,https://www.politifact.com/article/2020/feb/03/super-bowl-ad-watch-trump-criminal-justice-reform/,Super Bowl Ad Watch: Trump on criminal justice reform,Accurate,en,PolitiFact,politifact.com,,Says 'thousands of families are being reunited' as a result of Trump’s criminal justice reforms.,Donald Trump,2020-02-03T00:00:00Z,Republican,
1596,https://www.politifact.com/factchecks/2020/feb/05/donald-trump/did-trump-oversee-historic-funding-increase-child-/,Did Trump oversee historic funding increase for child care?,Half True,en,PolitiFact,politifact.com,,I have also overseen historic funding increases for high-quality child care; enabling 17 states to help more children; many of which have reduced or eliminated their waitlists altogether.',Donald Trump,2020-02-04T00:00:00Z,Republican,
2567,https://www.politifact.com/factchecks/2020/feb/06/donald-trump/trumps-state-union-claim-welfare-food-stamp-declin/,Trump's State of the Union claim about welfare; food stamp declines is off,Half True,en,PolitiFact,politifact.com,,Under my administration; 7 million Americans have come off of food stamps; and 10 million people have been lifted off of welfare.',Donald Trump,2020-02-04T00:00:00Z,Republican,
3436,https://www.politifact.com/factchecks/2020/feb/12/veronica-escobar/what-acceptable-measure-bipartisanship/,What is an acceptable measure of bipartisanship?,Mostly True,en,PolitiFact,politifact.com,,House Democrats have passed more than 275 bipartisan bills this Congress.',Veronica Escobar,2020-02-04T00:00:00Z,Democratic,
3568,https://www.politifact.com/factchecks/2020/feb/05/donald-trump/bankrupt-strong-word/,Donald Trump exaggerates costs of health care for undocumented immigrants in State of the Union,Half True,en,PolitiFact,politifact.com,,Over 130 legislators in this chamber have endorsed legislation that would bankrupt our nation by providing free taxpayer-funded health care to millions of illegal aliens; forcing taxpayers to subsidize free care for anyone in the world who unlawfully crosses our borders.',Donald Trump,2020-02-04T00:00:00Z,Republican,
4401,https://www.politifact.com/factchecks/2020/feb/10/donald-trump/better-other-plans-or-better-nothing-trumps-claim-/,Better than other plans or better than nothing? Trump's claim about 'affordable' options,Mostly False,en,PolitiFact,politifact.com,,Our new (health care) plans are up to 60% less expensive and better' than Obamacare.,Donald Trump,2020-02-04T00:00:00Z,Republican,
4732,https://www.politifact.com/factchecks/2020/feb/06/donald-trump/no-economy-didnt-suddenly-get-strong-under-donald-/,No; the economy didn't suddenly get strong under Donald Trump,FALSE,en,PolitiFact,politifact.com,,Years of economic decay are over' because Trump 'reversed the failed economic policies of the previous administration.',Donald Trump,2020-02-04T00:00:00Z,Republican,
4885,https://www.politifact.com/factchecks/2020/feb/05/jake-tapper/nancy-pelosi-deviated-tradition-introducing-presid/,Nancy Pelosi deviated from tradition in introducing President Trump at 2020 State of the Union,TRUE,en,PolitiFact,politifact.com,,Traditionally; the Speaker says: ‘Members of Congress; I have the high privilege and distinct honor of presenting to you the President of the United States.’ (Tonight) Speaker Pelosi said; ‘Members of Congress; the President of the United States.’ ',Jake Tapper,2020-02-04T00:00:00Z,unknown_affiliation,wp
6866,https://www.politifact.com/factchecks/2020/feb/07/michael-bloomberg/bloomberg-wrong-about-north-carolinas-primary-rule/,Bloomberg wrong about North Carolina's primary rules,FALSE,en,PolitiFact,politifact.com,,Campaign letter says North Carolina's Democratic primary is open to 'all registered voters; regardless of registration.',Michael Bloomberg,2020-02-04T00:00:00Z,Democratic,
7215,https://www.politifact.com/factchecks/2020/feb/05/veronica-escobar/state-union-rebuttal-texas-rep-overstates-debt-cla/,In State of the Union rebuttal; Texas Rep. overstates debt claim,Half True,en,PolitiFact,politifact.com,,The president has exploded the debt by more than $3 trillion — all to give billion-dollar tax cuts to the wealthiest few.',Veronica Escobar,2020-02-04T00:00:00Z,Democratic,
1466,https://www.politifact.com/factchecks/2020/mar/02/cal-cunningham/cunningham-says-tills-voted-take-away-coverage-pre/,Cunningham says Tills voted to 'take away' coverage for pre-existing conditions,Mostly True,en,PolitiFact,politifact.com,,Sen. Thom Tillis voted to 'take away' coverage for people with pre-existing conditions.,Cal Cunningham,2020-02-05T00:00:00Z,Democratic,
3145,https://www.politifact.com/factchecks/2020/feb/05/donald-trump/fact-checking-trumps-state-union-claim-sanctuary-c/,Fact-checking Trump's State of the Union claim on sanctuary cities; criminals,Mostly False,en,PolitiFact,politifact.com,,In sanctuary cities; local officials order police to release dangerous criminal aliens to prey upon the public instead of handing them over to ICE to be safely removed.',Donald Trump,2020-02-05T00:00:00Z,Republican,
4080,https://www.politifact.com/factchecks/2020/feb/06/elizabeth-warren/elizabeth-warren-wrong-wages-are-flat/,Are wages rising? Elizabeth Warren says no. Data say yes (slowly),FALSE,en,PolitiFact,politifact.com,,We have an America where … hard-working families have flat wages.',Elizabeth Warren,2020-02-05T00:00:00Z,Democratic,
4361,https://www.politifact.com/article/2020/feb/06/fact-checking-andrew-yang-keene-new-hampshire/,Fact-checking Andrew Yang in Keene; New Hampshire,Mostly True,en,PolitiFact,politifact.com,,Only 5% of Americans today donate to political candidates or campaigns.',Andrew Yang,2020-02-05T00:00:00Z,Democratic,
3705,https://www.politifact.com/factchecks/2020/feb/11/elizabeth-warren/elizabeth-warren-largely-right-about-rivals-relian/,Elizabeth Warren largely right about rivals' reliance on super PACs,Mostly True,en,PolitiFact,politifact.com,,Everyone on this stage except Amy (Klobuchar) and me is either a billionaire or is receiving help from PACs that can do unlimited spending.',Elizabeth Warren,2020-02-07T00:00:00Z,Democratic,
5339,https://www.politifact.com/factchecks/2020/feb/07/donald-trump/donald-trump-says-nancy-pelosis-speech-tear-was-il/,Donald Trump says Nancy Pelosi's speech tear was illegal. That's wrong,Pants on Fire,en,PolitiFact,politifact.com,,I thought it was a terrible thing when (Nancy Pelosi) ripped up the speech. First of all; it's an official document. You're not allowed. It's illegal what she did. She broke the law.',Donald Trump,2020-02-07T00:00:00Z,Republican,
6884,https://www.politifact.com/factchecks/2020/feb/19/bernie-sanders/sanders-claim-buttigieg-favorite-health-care-indus/,Sanders' talking point about Buttigieg's health industry support needs context,Half True,en,PolitiFact,politifact.com,,Pete Buttigieg is a favorite candidate of Wall Street and the health care industry.',Bernie Sanders,2020-02-07T00:00:00Z,Democratic,
524,https://www.politifact.com/factchecks/2020/mar/04/joe-biden/joe-bidens-pants-fire-claim-about-his-arrest-south/,Joe Biden's Pants on Fire claim about his arrest in South Africa,Pants on Fire,en,PolitiFact,politifact.com,,I had the great honor of being arrested with our U.N. ambassador on the streets of Soweto trying to get to see [Nelson Mandela] on Robbens Island.',Joe Biden,2020-02-11T00:00:00Z,Democratic,
6593,https://www.politifact.com/article/2020/feb/19/trump-attack-former-stone-prosecutors-ignores-crit/,Trump attack on former Stone prosecutors ignores critical facts,Ignores critical facts,en,PolitiFact,politifact.com,,Says four Justice Department prosecutors 'cut and ran after being exposed for recommending a ridiculous 9 year prison sentence to' Roger Stone.,Donald Trump,2020-02-11T00:00:00Z,Republican,
2069,https://www.politifact.com/factchecks/2020/feb/20/michael-bloomberg/checking-bloomberg-houston-infant-mortality/,Checking Bloomberg in Houston on infant mortality,Mostly True,en,PolitiFact,politifact.com,,Says 'black babies die at rates twice as high as white babies because of a lack of access to affordable health care.',Michael Bloomberg,2020-02-13T00:00:00Z,Democratic,
6905,https://www.politifact.com/factchecks/2020/feb/20/joe-sanfelippo/sanfelippo-flops-claim-violent-crime/,Sanfelippo flops with claim on violent crime,Pants on Fire,en,PolitiFact,politifact.com,,Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.',Joe Sanfelippo,2020-02-13T00:00:00Z,Republican,
6967,https://www.politifact.com/factchecks/2020/mar/04/robin-vos/wisconsin-assembly-speakers-prison-claim-falls-sho/,Wisconsin Assembly speaker's prison claim falls short,Half True,en,PolitiFact,politifact.com,,Says Gov. Tony Evers 'wants to release half of the prison population.',Robin Vos,2020-02-13T00:00:00Z,Republican,
2001,https://www.politifact.com/factchecks/2020/mar/11/gwen-moore/foxconn-progress-slow-gwen-moore-wrong-expecting-1/,Foxconn progress is slow; but Gwen Moore is wrong expecting 13;000 jobs already,Half True,en,PolitiFact,politifact.com,,Says President Donald 'Trump promised 13;000 new jobs to the people of #Wisconsin. 3 years later; we’re still waiting…',Gwen Moore,2020-02-14T00:00:00Z,Democratic,
2659,https://www.politifact.com/article/2020/feb/19/ask-politifact-can-president-intervene-federal-cri/,Ask PolitiFact: Can the president intervene in a federal criminal case?,He's right; within limits,en,PolitiFact,politifact.com,,Says he has 'the legal right' to intervene in cases handled by the Justice Department.,Donald Trump,2020-02-14T00:00:00Z,Republican,
5170,https://www.politifact.com/factchecks/2020/mar/13/joe-biden/facts-behind-joe-bidens-claim-obama-era-deportatio/,The facts behind Joe Biden's claim on deportations under Obama,Half True,en,PolitiFact,politifact.com,,You had the last two administrations deport twice as many people as we deported — twice as many.',Joe Biden,2020-02-14T00:00:00Z,Democratic,
4573,https://www.politifact.com/factchecks/2020/feb/18/bernie-sanders/mike-bloomberg-now-supports-15-minimum-wage-he-did/,Mike Bloomberg opposed a minimum wage increase in 2015. He supports one now,Mostly True,en,PolitiFact,politifact.com,,Says Mike Bloomberg is 'a candidate who in 2015 stated; and I quote: ‘I; for example; am not in favor; have never been in favor of raising the minimum wage.’',Bernie Sanders,2020-02-15T00:00:00Z,Democratic,
6549,https://www.politifact.com/factchecks/2020/feb/18/bernie-sanders/sanders-twists-bloombergs-record-tax-hikes-and-cut/,Sanders twists Bloomberg's record on tax hikes and cuts to Medicare and Social Security,Mostly False,en,PolitiFact,politifact.com,,Says Mike Bloomberg 'opposed modest proposals during Barack Obama’s presidency to raise taxes on the wealthy; while advocating for cuts to Medicare and Social Security.',Bernie Sanders,2020-02-15T00:00:00Z,Democratic,
